LED name,x,y,Luminous Flux,Dominant Wavelength
DL100,0.6707,0.3221,10.2969,614.28
DL101,0.6691,0.3224,10.2639,614.19
DL102,0.6711,0.3216,9.9698,614.46
DL103,0.6688,0.3229,10.1241,614.02
DL104,0.6695,0.3212,10.2009,614.62
DL105,0.67,0.322,10.0365,614.33
DL106,0.6706,0.3218,10.1408,614.39
DL107,0.6706,0.3218,10.2371,614.39
DL108,0.67,0.3223,10.1991,614.22
